Year;Month;Country;Branch_ID;Sales;Customers;Marketing_Spend
2018;Jan;USA;KFC_US_02;119675;2561;6991
2019;Mar;India;KFC_IN_04;213000;5319;5559
2022;Aug;UK;KFC_UK_02;90978;1776;19938
2020;Feb;Canada;KFC_CA_01;202520;5216;19960
2020;Jan;USA;KFC_US_01;226935;5202;13653
2019;Apr;USA;KFC_US_02;122942;4695;5567
2018;Sep;Canada;KFC_CA_02;71405;1518;27383
2020;Dec;India;KFC_IN_03;191520;5732;25292
2020;May;Australia;KFC_AU_01;105856;2766;22876
2021;Sep;USA;KFC_US_03;68887;1683;23446
2022;Jun;UK;KFC_UK_01;246692;5427;29612
2018;Mar;Canada;KFC_CA_02;225491;5958;22919
2019;Jun;India;KFC_IN_01;252818;5773;21898
2023;Feb;Australia;KFC_AU_01;73389;2181;14502
2023;May;UK;KFC_UK_01;134694;2565;21834
2019;Oct;Australia;KFC_AU_02;71668;1660;11908
2019;Sep;Australia;KFC_AU_01;223207;5719;28761
2024;Jul;Canada;KFC_CA_01;159648;4382;28188
2018;Sep;Australia;KFC_AU_01;206458;5488;14378
2019;Jan;USA;KFC_US_01;156061;2882;29253
2018;Jul;India;KFC_IN_01;276863;5720;25183
2019;Mar;USA;KFC_US_02;114045;3616;16413
2021;Dec;UK;KFC_UK_01;247292;5890;23472
2018;Dec;Canada;KFC_CA_01;179699;5837;27937
2022;Nov;India;KFC_IN_02;49892;1724;6792
2021;Feb;India;KFC_IN_02;179791;4262;22097
2019;Apr;UK;KFC_UK_02;104106;1811;28044
2022;May;USA;KFC_US_03;99946;2858;19922
2018;Jul;UK;KFC_UK_01;78392;1883;16253
2023;Mar;USA;KFC_US_02;121465;3498;16525
2021;Feb;USA;KFC_US_02;125928;3702;18570
2019;Apr;Canada;KFC_CA_02;146072;3014;16470
2024;May;Canada;KFC_CA_02;246698;5306;13234
2019;Oct;Canada;KFC_CA_02;203089;5589;13063
2019;Mar;Canada;KFC_CA_02;190777;4058;28457
2020;Jan;India;KFC_IN_04;96303;1621;23358
2019;Oct;USA;KFC_US_03;162492;3852;19968
2019;Aug;Australia;KFC_AU_02;58905;1849;8982
2022;Jul;UK;KFC_UK_02;189716;5575;22466
2024;Sep;Australia;KFC_AU_01;105975;2705;8595
2022;May;USA;KFC_US_02;176563;3640;23683
2021;Sep;UK;KFC_UK_01;137710;3047;28018
2019;Mar;Australia;KFC_AU_02;161404;5101;8374
2022;Jan;India;KFC_IN_03;232986;5339;24765
2024;Aug;UK;KFC_UK_02;109907;4140;6407
2018;Jan;Canada;KFC_CA_02;198137;5834;28951
2020;Sep;Canada;KFC_CA_01;114086;2420;24546
2019;Oct;USA;KFC_US_03;106597;2038;29153
2020;Aug;USA;KFC_US_01;190396;4049;24387
2019;Nov;Canada;KFC_CA_02;89963;2480;25483
2023;Feb;UK;KFC_UK_01;209820;4630;15360
2023;Jan;USA;KFC_US_02;143617;2929;20599
2020;Jun;India;KFC_IN_03;124474;3695;13624
2018;Aug;India;KFC_IN_01;83153;3025;7528
2018;Feb;Australia;KFC_AU_01;210159;5195;17944
2021;Jun;UK;KFC_UK_02;255350;5425;16650
2018;Jun;UK;KFC_UK_01;98187;1895;28072
2024;Nov;Canada;KFC_CA_02;186150;4882;25044
2018;Apr;India;KFC_IN_03;132097;3052;10017
2022;Jul;UK;KFC_UK_01;149051;4361;26943
2023;Nov;Australia;KFC_AU_01;86302;1994;26482
2023;Sep;Canada;KFC_CA_02;129896;4049;12475
2019;May;USA;KFC_US_02;200649;4530;10389
2020;Oct;UK;KFC_UK_02;74598;1572;7002
2024;Jan;UK;KFC_UK_02;280703;5986;29291
2023;Mar;USA;KFC_US_03;60133;1742;7873
2024;Mar;India;KFC_IN_03;147488;5210;6818
2022;Sep;Australia;KFC_AU_01;182126;5244;24806
2018;Jan;UK;KFC_UK_01;104529;2861;7255
2024;Mar;USA;KFC_US_03;188285;3902;28303
2024;Mar;India;KFC_IN_02;111645;2296;19805
2024;Oct;USA;KFC_US_03;103675;2137;28880
2023;Jun;Australia;KFC_AU_01;81441;2722;10669
2018;Feb;India;KFC_IN_04;77357;2353;9120
2022;Aug;India;KFC_IN_03;273621;5550;29421
2022;Aug;USA;KFC_US_03;80459;2426;14957
2021;Oct;UK;KFC_UK_01;223672;4989;19123
2023;Sep;Canada;KFC_CA_01;180041;5660;21561
2022;Feb;Australia;KFC_AU_02;237483;4791;21888
2022;Sep;USA;KFC_US_01;156274;4678;29968
2022;Nov;India;KFC_IN_04;164565;3278;23611
2018;Sep;India;KFC_IN_02;103957;3661;8771
2018;Feb;India;KFC_IN_02;85123;2848;8227
2022;Mar;India;KFC_IN_02;82047;2272;16159
2019;Mar;UK;KFC_UK_02;260727;5768;12703
2019;Aug;India;KFC_IN_02;89388;1613;28094
2020;May;India;KFC_IN_01;174218;3856;8410
2018;Oct;USA;KFC_US_02;180578;5265;27893
2019;Apr;UK;KFC_UK_02;96272;2269;14588
2023;Jun;USA;KFC_US_03;81233;1946;28691
2021;Nov;India;KFC_IN_03;197483;4737;17477
2024;Oct;Canada;KFC_CA_01;126654;3584;19134
2020;Jan;USA;KFC_US_02;232087;5275;5262
2020;Jun;UK;KFC_UK_02;82324;1838;21670
2024;Mar;Australia;KFC_AU_02;168788;5050;7188
2018;May;India;KFC_IN_02;248532;5246;22954
2023;Jul;USA;KFC_US_03;138983;3400;13183
2020;May;Canada;KFC_CA_01;194651;5197;28347
2022;Oct;Australia;KFC_AU_01;111500;2786;13990
2024;Dec;USA;KFC_US_02;107637;2667;16959
2019;Feb;UK;KFC_UK_02;112741;3254;11867
2024;May;USA;KFC_US_01;94990;3213;11452
2020;Apr;USA;KFC_US_01;177291;5523;11601
2022;Feb;Canada;KFC_CA_02;187560;4379;16779
2021;Apr;UK;KFC_UK_02;84456;2477;7669
2023;Nov;India;KFC_IN_03;205136;5313;24494
2020;Aug;UK;KFC_UK_02;161721;4408;25073
2020;Feb;India;KFC_IN_02;86486;2440;18166
2022;May;Canada;KFC_CA_01;116334;3625;18459
2022;Dec;India;KFC_IN_01;134200;2953;21986
2024;Oct;Canada;KFC_CA_01;97988;1867;28909
2022;Jun;India;KFC_IN_01;122340;3142;21796
2019;Mar;Australia;KFC_AU_02;149171;3739;18306
2023;Aug;India;KFC_IN_01;142058;3323;22430
2023;May;UK;KFC_UK_01;145766;4403;13676
2023;Dec;Australia;KFC_AU_01;170627;4820;21207
2018;Feb;Canada;KFC_CA_02;90003;1695;23898
2022;Oct;India;KFC_IN_03;121407;3534;25989
2023;Nov;Canada;KFC_CA_02;110918;2540;14398
2022;Apr;UK;KFC_UK_01;115336;3888;18136
2024;Jan;Canada;KFC_CA_01;176262;4935;18342
2024;Sep;India;KFC_IN_03;135752;3036;14312
2018;Jun;Canada;KFC_CA_01;253467;5143;22032
2024;Jun;India;KFC_IN_04;162868;4511;9494
2019;Dec;USA;KFC_US_01;126594;3342;22992
2022;Jun;UK;KFC_UK_01;271608;5853;25782
2018;Jul;USA;KFC_US_01;147962;4418;11004
2024;Oct;Canada;KFC_CA_02;162755;5693;9044
2024;Jan;Australia;KFC_AU_02;164154;5190;24024
2019;May;UK;KFC_UK_02;169480;3543;17131
2023;Jun;India;KFC_IN_01;168123;5413;21972
2023;Feb;USA;KFC_US_02;67106;1665;18821
2020;Sep;India;KFC_IN_03;76309;2301;11881
2018;Oct;Canada;KFC_CA_01;86584;2492;19300
2022;Jun;UK;KFC_UK_01;102104;3226;21454
2018;Dec;USA;KFC_US_02;228389;5747;10003
2023;Apr;Canada;KFC_CA_02;86821;1754;23677
2022;Mar;Canada;KFC_CA_02;164622;5439;17769
2020;Nov;Australia;KFC_AU_01;197512;4791;25036
2019;Aug;Australia;KFC_AU_02;100377;2349;8766
2024;Feb;USA;KFC_US_01;130850;3327;11078
2018;Nov;USA;KFC_US_03;51842;1622;6426
2020;Sep;Australia;KFC_AU_01;232273;5218;28771
2018;Apr;UK;KFC_UK_02;115909;3285;17359
2023;Feb;USA;KFC_US_03;251323;5871;10612
2022;Jul;India;KFC_IN_04;187230;3718;27356
2024;Nov;UK;KFC_UK_02;70449;2211;8541
2019;Aug;Canada;KFC_CA_01;73166;1596;7730
2023;Dec;Australia;KFC_AU_01;106210;2014;21622
2023;Jan;Canada;KFC_CA_02;154835;5391;9278
2023;Sep;USA;KFC_US_03;188714;4936;25826
2024;Dec;Australia;KFC_AU_01;130146;3193;12005
2018;Aug;USA;KFC_US_01;113160;2105;28960
2023;Dec;UK;KFC_UK_01;93798;3097;13276
2018;Jan;Australia;KFC_AU_02;92576;2967;6533
2021;Jun;Canada;KFC_CA_02;77712;1683;18807
2021;Dec;India;KFC_IN_04;139847;3950;17397
2022;Jul;Canada;KFC_CA_02;142043;3184;8315
2023;Oct;Australia;KFC_AU_01;93416;2506;15730
2024;Sep;India;KFC_IN_01;131887;3143;9310
2020;Jan;Australia;KFC_AU_02;259750;5720;13790
2020;Sep;India;KFC_IN_03;91285;2105;13400
2024;Jun;USA;KFC_US_03;154161;4881;7731
2019;Nov;USA;KFC_US_02;231731;5054;24517
2019;Apr;UK;KFC_UK_01;73202;2364;9374
2018;Jul;Australia;KFC_AU_02;103183;3067;14240
2019;Jul;Canada;KFC_CA_01;90834;1512;24306
2018;Dec;India;KFC_IN_02;85292;2110;7222
2020;Mar;UK;KFC_UK_01;166192;5089;18611
2022;Jul;Australia;KFC_AU_02;120994;2916;24766
2021;Sep;India;KFC_IN_04;166057;3603;29143
2023;May;Canada;KFC_CA_02;188690;5897;17677
2022;Nov;Canada;KFC_CA_01;126714;4253;16136
2019;Feb;India;KFC_IN_03;101155;2523;27988
2024;Apr;Australia;KFC_AU_01;150690;3627;20118
2020;Aug;USA;KFC_US_03;170341;4189;23726
2021;Nov;USA;KFC_US_02;125425;2679;23623
2024;Apr;Australia;KFC_AU_01;133031;3400;14031
2018;Oct;Canada;KFC_CA_02;65406;1536;14718
2024;Nov;USA;KFC_US_01;69071;2461;5085
2019;Oct;USA;KFC_US_02;168361;4820;9301
2018;Feb;Australia;KFC_AU_02;168924;4352;29660
2021;Mar;USA;KFC_US_03;165367;5774;9469
2022;Nov;Australia;KFC_AU_01;139910;4778;15682
2023;May;USA;KFC_US_02;113742;3988;14042
2021;May;Canada;KFC_CA_02;166003;4997;6099
2018;Feb;Canada;KFC_CA_01;73211;2180;5631
2018;Mar;Canada;KFC_CA_01;60910;1736;7094
2024;Jul;UK;KFC_UK_01;245631;5320;11551
2022;Aug;India;KFC_IN_02;232747;5636;7307
2021;Oct;USA;KFC_US_02;190605;4034;25211
2022;Sep;USA;KFC_US_02;282621;5958;14511
2020;Mar;Canada;KFC_CA_02;93623;1773;20930
2023;Jun;Australia;KFC_AU_02;234223;4911;18139
2021;Nov;USA;KFC_US_03;122099;2350;23399
2022;Oct;India;KFC_IN_04;135195;2668;23139
2019;Nov;Australia;KFC_AU_01;126238;2543;11803
2019;Sep;Canada;KFC_CA_02;188851;4858;9105
2020;May;Canada;KFC_CA_02;167729;5118;24425
2020;Feb;Canada;KFC_CA_01;68982;1865;5572
2022;Dec;UK;KFC_UK_02;90590;2026;9550
2022;Feb;India;KFC_IN_01;221109;5189;18738
2023;Jun;USA;KFC_US_02;170008;5386;8428
2022;Mar;Australia;KFC_AU_01;256153;5809;6366
2022;May;Australia;KFC_AU_02;114651;2386;14439
2019;Feb;UK;KFC_UK_01;246831;5472;22479
2024;Oct;USA;KFC_US_02;212034;5923;10652
2022;Aug;UK;KFC_UK_02;118648;3113;15919
2019;Nov;Canada;KFC_CA_01;224945;4670;24135
2018;Mar;USA;KFC_US_02;132051;2918;21167
2021;Jul;USA;KFC_US_01;57596;1655;11256
2018;Sep;India;KFC_IN_03;243002;5308;20066
2021;May;Canada;KFC_CA_01;72901;1516;15293
2021;Jan;Australia;KFC_AU_01;166761;3502;19677
2023;May;Canada;KFC_CA_01;146264;3255;29084
2020;Nov;USA;KFC_US_02;110198;3269;18666
2023;Dec;Canada;KFC_CA_01;204233;5155;23808
2023;May;India;KFC_IN_04;214140;4742;29202
2023;Nov;UK;KFC_UK_01;114138;2802;27276
2019;Oct;USA;KFC_US_01;235844;5149;19586
2021;Oct;Australia;KFC_AU_02;122682;3260;8582
2023;Dec;India;KFC_IN_03;144395;3730;13845
2023;Jul;India;KFC_IN_04;189700;5415;5590
2021;Feb;Canada;KFC_CA_02;137186;3916;27538
2019;Jul;USA;KFC_US_02;182060;4078;6706
2020;Feb;Canada;KFC_CA_01;113431;2173;22165
2021;Oct;UK;KFC_UK_02;195935;3773;29923
2019;Mar;USA;KFC_US_03;140716;4568;26516
2019;Oct;India;KFC_IN_04;156595;2868;27535
2023;May;Australia;KFC_AU_01;108758;3227;5494
2024;Aug;UK;KFC_UK_02;126397;2553;16618
2022;Feb;India;KFC_IN_03;227420;5423;5077
2020;Feb;Canada;KFC_CA_02;92030;1928;22622
2024;Oct;Australia;KFC_AU_01;148229;3475;23129
2021;Mar;India;KFC_IN_02;149008;3231;13306
2024;Jul;Australia;KFC_AU_02;248108;5497;11737
2018;Aug;Canada;KFC_CA_02;181164;5453;17574
2022;May;Canada;KFC_CA_02;80897;1533;14978
2023;Jan;Australia;KFC_AU_02;79804;2660;10644
2024;Apr;India;KFC_IN_01;151514;2934;19484
2022;Feb;Canada;KFC_CA_01;55486;1981;5961
2018;Dec;India;KFC_IN_01;67967;1552;27615
2023;Jun;India;KFC_IN_01;103979;2054;19765
2020;May;UK;KFC_UK_02;130467;3396;15003
2023;Feb;USA;KFC_US_02;142856;3732;27164
2024;Jul;Australia;KFC_AU_01;81355;2695;5895
2019;Jun;UK;KFC_UK_01;207606;5056;5366
2019;May;USA;KFC_US_01;113507;2304;14435
2024;Dec;Australia;KFC_AU_02;199496;4063;20724
2022;Jan;USA;KFC_US_03;150921;3573;15147
2020;Mar;Canada;KFC_CA_01;133354;2838;22672
2022;Sep;Canada;KFC_CA_02;266084;5552;21796
2018;Apr;USA;KFC_US_01;173838;4706;27952
2018;Apr;USA;KFC_US_03;184496;4845;14921
2021;Jul;UK;KFC_UK_02;164460;4723;18047
2024;Feb;India;KFC_IN_01;86348;3035;10473
2018;Sep;UK;KFC_UK_01;163294;5017;27835
2020;Nov;USA;KFC_US_03;122049;3723;21528
2018;Jan;USA;KFC_US_02;128942;3585;7052
2023;May;UK;KFC_UK_02;107098;1983;17863
2019;Jun;India;KFC_IN_02;134865;2815;22265
2024;Jan;Australia;KFC_AU_01;119781;3480;15381
2022;Aug;India;KFC_IN_02;95972;2385;24422
2022;Sep;Canada;KFC_CA_02;230792;5207;6891
2021;Apr;UK;KFC_UK_01;154307;3877;14735
2019;Nov;Canada;KFC_CA_01;187853;3806;24195
2024;Jun;UK;KFC_UK_01;165816;3553;9484
2020;Aug;Canada;KFC_CA_01;88287;2495;18427
2019;Oct;India;KFC_IN_03;103964;2765;12719
2024;Apr;UK;KFC_UK_02;217332;4924;25296
2023;Oct;India;KFC_IN_02;84225;2400;9825
2020;Jul;UK;KFC_UK_01;97894;3217;7818
2019;Aug;India;KFC_IN_03;257994;5752;27914
2022;Jan;Canada;KFC_CA_01;181922;5891;28756
2020;Sep;Canada;KFC_CA_02;274590;5840;11790
2022;Feb;India;KFC_IN_01;148312;4374;12718
2023;Nov;USA;KFC_US_01;215353;5655;11773
2022;Feb;USA;KFC_US_03;115953;2945;6988
2018;Oct;India;KFC_IN_04;64903;1826;6471
2018;Oct;India;KFC_IN_03;51928;1549;7007
2024;Nov;UK;KFC_UK_01;98239;2413;18610
2020;Nov;UK;KFC_UK_01;124275;2185;28135
2018;Dec;India;KFC_IN_01;171127;4723;19991
2022;May;UK;KFC_UK_01;160229;5038;29241
2020;Aug;India;KFC_IN_03;107227;3685;15102
2022;Mar;Australia;KFC_AU_01;191838;4343;13775
2024;Dec;Australia;KFC_AU_02;136194;4547;17972
2019;Apr;USA;KFC_US_01;213275;4922;16395
2021;Jan;India;KFC_IN_03;163188;5480;15228
2019;Dec;USA;KFC_US_03;140856;3217;5742
2024;Jul;USA;KFC_US_03;169488;3947;23449
2023;Jul;Australia;KFC_AU_01;136246;4070;10076
2023;Nov;India;KFC_IN_01;121525;2499;14068
2018;Aug;USA;KFC_US_01;194980;5217;7168
2018;Oct;UK;KFC_UK_01;112155;3546;5775
2019;Apr;USA;KFC_US_01;185155;4836;15895
2024;Sep;UK;KFC_UK_02;157876;4822;8394
2022;Dec;Canada;KFC_CA_01;136958;3903;27674
2022;Jul;Canada;KFC_CA_01;121190;2421;29192
2019;Jun;UK;KFC_UK_02;71848;2222;5188
2018;Feb;UK;KFC_UK_01;169137;4375;20387
2019;Jul;Australia;KFC_AU_01;267599;5669;18163
2022;Dec;Canada;KFC_CA_02;207816;4507;18522
2019;Nov;UK;KFC_UK_02;136153;3042;14473
2022;Mar;UK;KFC_UK_01;103900;2103;28192
2020;Jun;Australia;KFC_AU_02;89502;2915;16627
2019;Jan;Canada;KFC_CA_02;184219;5247;21562
2022;Jan;Australia;KFC_AU_02;107018;3280;25018
2023;Jun;UK;KFC_UK_02;162009;5353;12125
2018;May;Canada;KFC_CA_01;125982;4223;16184
2019;Jul;USA;KFC_US_02;224626;4877;19792
2022;Nov;India;KFC_IN_01;188640;3968;25952
2018;Apr;Canada;KFC_CA_01;132944;3367;8365
2021;Aug;Canada;KFC_CA_02;126966;2733;17646
2018;Jun;USA;KFC_US_03;195665;4048;21601
2021;Jan;USA;KFC_US_03;280973;5996;29141
2018;Aug;India;KFC_IN_03;143774;4789;19260
2021;Dec;USA;KFC_US_02;169951;3597;15280
2019;Mar;Canada;KFC_CA_01;189372;5941;5201
2020;May;UK;KFC_UK_01;184831;4139;15132
2021;Oct;Australia;KFC_AU_02;107958;1868;29502
2021;May;Canada;KFC_CA_02;292129;5834;29599
2024;Oct;Australia;KFC_AU_02;245492;4983;21257
2023;Jan;Canada;KFC_CA_02;151935;5369;12341
2020;May;India;KFC_IN_02;160040;5927;11865
2024;Nov;Australia;KFC_AU_02;142433;3944;16225
2020;Aug;USA;KFC_US_03;171564;3724;15156
2024;Sep;Canada;KFC_CA_01;139593;3097;21907
2021;Feb;Canada;KFC_CA_02;78310;1798;22572
2018;Dec;USA;KFC_US_02;229358;4684;23262
2021;May;Australia;KFC_AU_02;226749;5552;26877
2022;Feb;India;KFC_IN_03;119489;3564;19697
2022;Dec;Australia;KFC_AU_01;114061;2119;18706
2024;Jul;USA;KFC_US_03;97222;3535;5312
2020;Feb;Canada;KFC_CA_02;152706;4408;20466
2020;Jul;Australia;KFC_AU_01;160397;4973;6234
2024;Apr;Australia;KFC_AU_01;110372;3013;19982
2024;May;Canada;KFC_CA_02;94216;1668;19156
2022;Sep;India;KFC_IN_02;114850;4291;7575
2022;Nov;Australia;KFC_AU_01;139269;4752;20469
2023;Dec;USA;KFC_US_03;122588;2788;25008
2022;Aug;India;KFC_IN_02;268118;5545;29683
2019;Nov;India;KFC_IN_03;84802;2274;18856
2019;Jul;USA;KFC_US_03;168335;3815;8105
2022;Sep;Canada;KFC_CA_02;104951;2416;10727
2024;Oct;Canada;KFC_CA_01;102621;2597;27308
2022;Sep;USA;KFC_US_02;157066;4909;9796
2022;Jan;India;KFC_IN_04;181848;4201;22210
2021;Aug;Canada;KFC_CA_01;259500;5882;24220
2024;Oct;Australia;KFC_AU_01;130079;3163;25700
2019;Sep;USA;KFC_US_01;63251;2157;5012
2023;May;UK;KFC_UK_01;239599;5247;8731
2020;Jun;UK;KFC_UK_02;212977;4892;7513
2024;Jan;Canada;KFC_CA_02;136515;2878;18517
2021;Apr;USA;KFC_US_03;246234;5924;27046
2024;Mar;Canada;KFC_CA_02;82588;2494;20238
2021;Jan;Australia;KFC_AU_01;189606;3996;9786
2022;Nov;Australia;KFC_AU_01;86658;1880;26498
2024;Apr;India;KFC_IN_04;71834;2051;6202
2020;May;USA;KFC_US_01;91878;2671;22432
2021;May;India;KFC_IN_02;231602;5138;15806
2018;Mar;USA;KFC_US_02;193094;5121;24101
2019;Mar;UK;KFC_UK_01;258791;5491;11696
2021;Jan;India;KFC_IN_01;244877;5261;8132
2020;Dec;Canada;KFC_CA_01;165306;4874;23960
2018;May;India;KFC_IN_02;113374;4281;6349
2022;Jul;Australia;KFC_AU_02;182990;5088;20174
2020;Mar;USA;KFC_US_03;127324;4652;6372
2019;Feb;India;KFC_IN_03;226122;5095;22322
2018;Jul;Canada;KFC_CA_01;207766;5401;29533
2023;Mar;USA;KFC_US_01;136000;3183;8680
2020;Mar;Australia;KFC_AU_01;120606;3149;13540
2019;Mar;India;KFC_IN_03;178884;3408;25524
2021;Jan;Australia;KFC_AU_02;140780;3227;24608
2020;Mar;Australia;KFC_AU_02;161800;5175;27250
2023;Apr;USA;KFC_US_03;78521;2766;9371
2023;May;India;KFC_IN_01;102144;3314;19294
2018;Oct;India;KFC_IN_02;221765;5007;11471
2021;May;USA;KFC_US_02;136190;3750;23690
2021;Jul;UK;KFC_UK_01;82655;2569;10723
2024;Nov;UK;KFC_UK_02;210482;5497;12590
2023;May;Canada;KFC_CA_02;129516;2494;17286
2023;Oct;UK;KFC_UK_02;212932;4811;6059
2020;Feb;Canada;KFC_CA_02;72945;2334;14595
2023;Dec;Australia;KFC_AU_01;60504;1972;5288
2019;Sep;UK;KFC_UK_02;113096;2285;28551
2023;Feb;USA;KFC_US_02;136696;2890;9536
2023;Feb;Canada;KFC_CA_02;194039;5355;28034
2022;Jun;UK;KFC_UK_02;193430;4324;29118
2024;Apr;Canada;KFC_CA_01;179164;5865;9079
2024;Apr;India;KFC_IN_02;94378;2058;7942
2022;Feb;India;KFC_IN_02;230048;5617;10985
2020;Feb;UK;KFC_UK_01;68571;2398;6223
2018;Jun;India;KFC_IN_01;107115;2889;14667
2024;Dec;UK;KFC_UK_02;229877;4899;14321
2023;Feb;Canada;KFC_CA_02;98085;2248;23901
2023;Jan;Australia;KFC_AU_01;128475;4169;7574
2019;Jun;Canada;KFC_CA_01;106466;2593;20897
2023;Mar;Canada;KFC_CA_02;158638;4724;12194
2022;Dec;USA;KFC_US_03;88798;2474;7156
2020;May;Australia;KFC_AU_02;223236;5937;21378
2022;Jun;USA;KFC_US_01;108190;1755;29215
2019;Jan;Australia;KFC_AU_02;149322;4729;7452
2022;Aug;India;KFC_IN_02;57124;1633;9767
2019;Oct;Canada;KFC_CA_01;210617;4861;21038
2022;Jun;UK;KFC_UK_02;192610;4643;6890
2020;Dec;USA;KFC_US_02;137543;4310;21173
2021;Apr;India;KFC_IN_04;71284;1817;20408
2018;Oct;Australia;KFC_AU_02;95230;3231;11224
2023;Jun;Canada;KFC_CA_02;249205;5408;5845
2022;Jul;Australia;KFC_AU_02;179689;5069;17481
2021;Mar;Australia;KFC_AU_02;100611;2061;28476
2024;Nov;USA;KFC_US_01;87137;2881;12231
2020;Oct;USA;KFC_US_02;110825;3344;27225
2019;May;USA;KFC_US_03;200028;3927;27240
2020;Jan;UK;KFC_UK_01;171621;3570;21681
2021;Oct;USA;KFC_US_02;85633;1906;11299
2020;Mar;UK;KFC_UK_02;259605;5769;5769
2021;Jul;UK;KFC_UK_02;241416;5824;14280
2019;Mar;India;KFC_IN_01;58852;1517;10308
2021;Apr;UK;KFC_UK_02;195389;4105;27084
2024;Aug;UK;KFC_UK_02;134627;3625;11377
2024;Jan;India;KFC_IN_04;189905;4105;13390
2024;Oct;USA;KFC_US_01;61226;1653;13289
2022;Aug;USA;KFC_US_03;86622;2451;13092
2020;Feb;India;KFC_IN_02;111839;3705;8099
2022;Jan;Canada;KFC_CA_02;115017;3150;23667
2018;Jan;India;KFC_IN_01;140338;3829;13981
2020;Dec;Canada;KFC_CA_01;225708;4817;23394
2024;Jan;India;KFC_IN_03;192992;4140;23252
2022;May;USA;KFC_US_03;197554;4437;11200
2023;Sep;UK;KFC_UK_01;128953;2577;12988
2018;Sep;Canada;KFC_CA_01;115936;2309;12031
2019;Aug;Australia;KFC_AU_01;112970;3199;23398
2019;Jun;Australia;KFC_AU_01;138898;3279;7738
2022;Nov;Australia;KFC_AU_01;139867;5393;5042
2020;Sep;USA;KFC_US_02;122237;2798;15913
2023;Jul;UK;KFC_UK_01;252057;5765;9927
2019;Feb;India;KFC_IN_02;237688;5538;5092
2020;May;Canada;KFC_CA_02;100049;3211;16563
2024;Jan;India;KFC_IN_03;225488;4668;15428
2021;Dec;UK;KFC_UK_02;115443;3727;18541
2024;Apr;UK;KFC_UK_02;152991;2807;26676
2020;Jun;India;KFC_IN_04;175358;4227;6278
2024;Sep;India;KFC_IN_03;98539;2590;5299
2021;May;Canada;KFC_CA_02;240940;5041;19136
2018;Jun;UK;KFC_UK_02;117074;3919;15180
2020;Mar;India;KFC_IN_04;65344;1739;9696
2018;Mar;India;KFC_IN_02;266607;5756;24855
2024;Mar;Canada;KFC_CA_02;147779;4413;15389
2022;Jan;UK;KFC_UK_01;220466;5273;14819
2020;May;Canada;KFC_CA_01;156039;4342;12753
2023;Dec;USA;KFC_US_02;69734;1766;16754
2018;Feb;India;KFC_IN_04;204356;4957;25904
2024;May;India;KFC_IN_01;128795;2411;25122
2020;Feb;Canada;KFC_CA_01;97763;2146;26945
2022;Sep;Canada;KFC_CA_02;217825;5227;8745
2021;Feb;USA;KFC_US_02;170980;5676;17728
2022;Apr;Australia;KFC_AU_01;137745;3422;14553
2019;Oct;Canada;KFC_CA_02;160987;3569;18227
2020;Dec;UK;KFC_UK_01;81300;1890;15150
2021;Apr;India;KFC_IN_01;97040;2083;22052
2022;Feb;USA;KFC_US_02;203736;4570;16366
2018;May;Australia;KFC_AU_02;108301;2968;19261
2018;Mar;India;KFC_IN_03;82286;2010;15956
2024;Apr;India;KFC_IN_01;165198;4781;26549
2018;Sep;USA;KFC_US_03;91194;2566;16780
2021;Feb;Australia;KFC_AU_02;180337;5137;5679
2021;Jul;Canada;KFC_CA_01;154692;3677;11289
2023;Aug;India;KFC_IN_04;94672;2924;21572
2021;Apr;India;KFC_IN_01;104829;1979;17753
2024;Nov;Australia;KFC_AU_01;179058;5900;19758
2020;Nov;USA;KFC_US_02;181796;5521;5124
2020;Apr;USA;KFC_US_03;190391;5639;9943
2022;Mar;USA;KFC_US_01;166834;3601;29996
2024;Feb;USA;KFC_US_03;96905;1599;26549
2020;Jul;USA;KFC_US_01;123772;2860;29392
2023;Jan;India;KFC_IN_03;175378;5201;29750
2020;May;Australia;KFC_AU_02;113572;3078;15076
2023;Dec;USA;KFC_US_01;128773;4101;13945
2019;Jan;Canada;KFC_CA_02;166124;4292;20196
2021;Jun;UK;KFC_UK_02;159778;4540;23578
2022;Aug;UK;KFC_UK_02;205738;5365;28693
2023;Jan;India;KFC_IN_03;170686;4072;11878
2020;Apr;UK;KFC_UK_02;205517;4872;5765
2019;Jul;UK;KFC_UK_02;96997;2808;26797
2021;Nov;UK;KFC_UK_02;112883;2192;14243
2018;May;India;KFC_IN_01;165775;4410;7015
2021;Sep;India;KFC_IN_04;152621;3335;15886
2021;Mar;USA;KFC_US_03;212533;5155;16643
2021;Oct;Canada;KFC_CA_01;256485;5101;26940
2022;Dec;USA;KFC_US_03;229719;5773;27664
2019;Sep;Australia;KFC_AU_01;207857;4381;28236
2021;Mar;UK;KFC_UK_01;119163;4221;9417
2021;Nov;Australia;KFC_AU_02;128813;3044;25317
2023;Apr;India;KFC_IN_04;199894;5062;7538
2024;Sep;Canada;KFC_CA_01;178043;3779;15546
2022;Dec;Australia;KFC_AU_01;84889;2034;23869
2024;Apr;UK;KFC_UK_02;127895;2616;18023
2021;May;UK;KFC_UK_02;153829;3786;13747
2022;Oct;UK;KFC_UK_01;78408;1850;9958
2023;Apr;Canada;KFC_CA_01;159832;3988;24240
2021;Oct;Canada;KFC_CA_02;143038;2965;21473
